score,clean_content,minimal_content,roberta_sentiment,sentiment,sentiment_bi
5,"steady to learn, what else is klaok geratis","steady to learn, what else be klaok geratis",neutral,1,1
4,"Let me ask why some Elsa words are not standard. For example, Vitae, Resume.","let me ask why some elsa word be not standard. for example, vitae, resume.",neutral,1,1
5,It's really useful. If you focus on your listening then sure your Pronounce will improve and don't forget to work regularly. Thanks,it be really useful. if you focus on your listen then sure your pronounce will improve and do not forget to work regularly. thanks,positive,2,1
5,Very very useful app for learning English.,very very useful app for learn english.,positive,2,1
5,Application for mik in a very good and less accurate way,application for mik in a very good and less accurate way,neutral,1,1
5,Great I will support you,great i will support you,positive,2,1
1,"Because it is a paid payment, I could not try it.","because it be a paid payment, i could not try it.",negative,0,0
5,Can I ask if I lost money?,can i ask if i lose money?,neutral,1,1
2,App too slow. Learning content is not optimal for individuals,app too slow. learn content be not optimal for individual,negative,0,0
3,"Seeing that Elsa is quite ok in the pronunciation, but Elsa can add a video of pronunciation in intonation and tongue, so how to bend, adding images and replacing Vietnamese translations like that separate the mother tongue, the more students are more diligent in studying. And there must be an offline version. I downloaded quite a lot of apps such as Rosetta Stone, Drops, although there are 4 listening and reading skills, but still losing ELSA 1 point is clear pronunciation analysis. I want Elsa to synchronize with Gmail.","see that elsa be quite ok in the pronunciation, but elsa can add a video of pronunciation in intonation and tongue, so how to bend, add image and replace vietnamese translation like that separate the mother tongue, the more student be more diligent in studying. and there must be an offline version. i download quite a lot of apps such as rosetta stone, drops, although there be 4 listen and read skills, but still lose elsa 1 point be clear pronunciation analysis. i want elsa to synchronize with gmail.",neutral,1,1
5,Use me.,use me.,neutral,1,1
1,I am hate it,i be hate it,negative,0,0
4,Ilike this application,ilike this application,negative,0,0
5,A wonderful and effective application thanks to all those who are keen to develop it,a wonderful and effective application thanks to all those who be keen to develop it,positive,2,1
5,MY GOD THIS APP IS TO GOOD FOR YOUR PRONOUN SKILLS,my god this app be to good for your pronoun skill,negative,0,0
5,"Thanks to this application, I have 10 English tests","thanks to this application, i have 10 english test",neutral,1,1
5,very good job lesson,very good job lesson,positive,2,1
5,Excellent app for non native english learner s,excellent app for non native english learner s,positive,2,1
2,Even if i make mistakes on purpose it sais it sounds like a native speker. I guess it is just a speach2text engine. Its better to record your own voice with delay...,even if i make mistake on purpose it sais it sound like a native speker. i guess it be just a speach2text engine. it be well to record your own voice with delay.,neutral,1,1
3,"The new version is so bad, want to go to the link but can't","the new version be so bad, want to go to the link but cannot",negative,0,0
5,Vry Nice I like it,vry nice i like it,positive,2,1
5,The interface is easy to use.,the interface be easy to use.,positive,2,1
1,"The application is bad, very bad, bad, bad !!!!","the application be bad, very bad, bad, bad!",negative,0,0
5,"That's Amaizing but I want to upgrade to pro version but i can't, please solve this problem.","that be amaizing but i want to upgrade to pro version but i cant, please solve this problem.",negative,0,0
2,Bad app. When it gives us a chance to speak if I speak bad the also it says very nice you are awesome and if I speak worst then also it says very nice you are like an American.,bad app. when it give u a chance to speak if i speak bad the also it say very nice you be awesome and if i speak bad then also it say very nice you be like an american.,negative,0,0
1,It is set to American English so my RP accent keeps getting detected as wrong,it be set to american english so my rp accent keep get detect as wrong,negative,0,0
5,Compassionate,compassionate,neutral,1,1
5,I am poor so can you please forgive my pays that taken in the app like 3550'Rs.,i be poor so can you please forgive my pay that take in the app like 3550rs.,negative,0,0
