score,clean_content,minimal_content,roberta_sentiment
5,"OK, the application is great, I will try to learn English well","ok, the application be great, i will try to learn english well",positive
5,"It's my favourite place where l can improve my communication skill, speaking in us accent and it is better app for preparing TOEFl,IELTS than other app. Literally such a great work in favouring of helpless people. l heartily thanks a lot the elsa team members","it be my favourite place where l can improve my communication skill, speaking in u accent and it be well app for prepare toefl, ielts than other app. literally such a great work in favouring of helpless people. l heartily thank a lot the elsa team member",positive
3,"Why did my phone call a normal recording and a recording app, so I could not record my voice. I used Redmagic 8 Pro Plus, I could have used it before and now","why do my phone call a normal recording and a recording app, so i could not record my voice. i use redmagic 8 pro plus, i could have use it before and now",negative
1,"The app only cg to catch and even download it slowly, travel more","the app only cg to catch and even download it slowly, travel more",neutral
4,This app was good for learning English but I can't learnt more English in this app because I have no money in my credit card,this app be good for learn english but i cannot learnt more english in this app because i have no money in my credit card,negative
5,This App Allow You to Improve My Speaking and Correct My Mistake,this app allow you to improve my speaking and correct my mistake,neutral
5,Seeing Mr. Tung introduced to download the results of recognition,see mr. tung introduce to download the result of recognition,neutral
5,The program is very immoral,the program be very immoral,negative
5,It's really a good apps for learn english.,it be really a good apps for learn english.,positive
1,i think about this app would take to much many for only pronounciation it might diffult to buy it . please could you minimize price for your app . if you did this everyone can easily afford it 🙏 🙏this is my humble request to you please let me know as soon as possible . will get exist idea about it,i think about this app would take to much many for only pronounciation it might diffult to buy it. please could you minimize price for your app. if you do this everyone can easily afford it 🙏 🙏this be my humble request to you please let me know as soon as possible. will get exist idea about it,neutral
5,very interesting pronounce technique,very interesting pronounce technique,positive
5,"When I heard Dan Huar said that this application learned English and was very expensive, but it was enough for me to be good at English, I thought Dan Huar said it was expensive 💵 💵 💵 When I downloaded it, I was really expensive. At first, I thought it was a fraud, so I didn't load it, but I thought it was a time to try to see if it was a scam, the 7 -day school fee was 289,000 thousand, when I loaded and used for 7 days of trial, now I can talk to Westerners so I'm very happy. I hope people do not know English can know the application","when i hear dan huar say that this application learn english and be very expensive, but it be enough for me to be good at english, i think dan huar say it be expensive 💵 💵 💵 when i download it, i be really expensive. at first, i think it be a fraud, so i do not load it, but i think it be a time to try to see if it be a scam, the 7 -day school fee be 289, 000 thousand, when i load and use for 7 day of trial, now i can talk to westerner so i be very happy. i hope people do not know english can know the application",neutral
